name,description,voting,duration,view,status,genre,director,country,follower,quality,rating,studio,season,year,type
Tamayomi,"Trong những năm học Trung học cơ sở, người ném bóng Yomi Takeda đã không thể tiến xa trong một giải đấu bóng chày giữa các trường. Vì người bắt trong đội của cô ấy không ở cấp độ của cô ấy, cô ấy không thể sử dụng chiêu thức đặc trưng của mình, ""Ném ma thuật"", và cuối cùng hối hận vì không thể sử dụng nó. Sau Junior High, cô quyết định ngừng chơi bóng chày và đến trường trung học Shin Koshigaya, một ngôi trường không có câu lạc bộ bóng chày.Ở đó, cô tìm thấy người bạn thời thơ ấu đã mất từ lâu của mình, Tamaki Yamazaki, người thường chơi bóng ném với cô khi họ còn nhỏ. Tamaki cũng chơi bóng chày trong suốt những năm cấp ba của cô như một người bắt bóng, và thậm chí có thể bắt được ""Ném ma thuật!"" Của YomiLời hứa của họ với nhau trong thời thơ ấu có thể được thực hiện! Cùng nhau bước đi trên con đường bóng chày ...Câu chuyện về những cô gái yêu bóng chày sẽ bắt đầu!(Nguồn: MU)",0.87,12 tập,33735,Trọn bộ,"['School', 'Sports']",Fukushima Toshinori,Nhật Bản,31,HD,Đang cập nhật,Studio A-CAT,Mùa Xuân,2020,Anime bộ
Cuộc Sống Không Có Súng,"Cựu chiến binh Juuzou Inui có một câu hỏi, người đã biến anh ta thành một cyborg và xóa đi ký ức của anh ta?Sau chiến tranh, những người lính cyborg được gọi là Extended đã được xuất viện. Juzo Inui là một trong số họ, một người đàn ông có cơ thể bị biến đổi, đầu anh ta được thay thế bằng một khẩu súng khổng lồ! Không có ký ức về kiếp trước của mình, hay người thay thế đầu của anh ấy và tại sao bây giờ, Inui đã cào xé cuộc sống ở những con đường tối tăm của thành phố với tư cách là Người giải quyết, xử lý các vụ án liên quan đến Extended.Khi một đồng nghiệp Extended xuất hiện trong văn phòng của Inui, trên đường chạy trốn khỏi Cục An ninh với một đứa trẻ bị bắt cóc và yêu cầu giúp đỡ, Inui nên ném anh chàng ra. Nhưng lòng trung thành của Inui với một người anh em Extended khiến anh ta nhận công việc. Giữ an toàn cho đứa trẻ sẽ không dễ dàng, vì mọi người dường như muốn tóm lấy anh ta, từ những kẻ trừng phạt đường phố đến megacorpination Berühren, người đã phái ra một đặc vụ biết chính xác cách đối phó với ...(Nguồn: VIZ Media)",0.8,12 tập,49274,Trọn bộ,"['Seinen', 'Sci-Fi', 'Action']",Itou Naoyuki,Nhật Bản,37,HD,Đang cập nhật,Madhouse,Mùa Thu,2019,Anime bộ
Sakura Kakumei: Hanasaku Otome-tachi Special Animation,,0.73,23 phút,12136,Trọn bộ,"['Mecha', 'Action']",Đang cập nhật,Nhật Bản,2,HD,PG-13 - Teens 13 tuổi trở lên,Đang cập nhật,Mùa Thu,2020,Anime bộ
A3! Season Spring & Summer,"""Giám đốc! Xin hãy giúp chúng tôi nở hoa!""Ở Tokyo, có một nơi gọi là Velude Way. Đây là một quận khét tiếng với những người biểu diễn và các nhóm sân khấu. Izumi Tachibana, người trước đây là một nữ diễn viên sân khấu, đến với một bức thư có nội dung: ""Đầy nợ nần! Không có khách hàng! Chỉ có một diễn viên!"" Nó mô tả trạng thái hiện tại của nhóm nhà hát nổi tiếng một thời Mankai Company. Nhiệm vụ của cô là xây dựng lại công ty để đạt được vinh quang trước đây là chủ sở hữu mới và giám đốc điều hành.",0.8,12 tập,25711,Trọn bộ,['Music'],Đang cập nhật,Nhật Bản,25,HD,PG-13 - Teens 13 tuổi trở lên,"P.A. Works, Studio 3Hz",Mùa Xuân,2020,Anime bộ
Major 2nd (TV) 2nd Season,"Mùa thứ 2 Major, Daigo được sinh ra là con trai của Gorou, một người cha quá tuyệt vời. Con đường nào sẽ là Daigo, người đang gánh nặng với kỳ vọng lớn lao, tham gia vào bóng chày?",0.5,chưa rõ,17934,Phim đang chiếu,"['Shounen', 'Sports', 'Drama', 'Comedy']",Watanabe Ayumu,Nhật Bản,4,HD,PG-13 - Teens 13 tuổi trở lên,OLM,Mùa Xuân,2020,Anime bộ
Breakers,"Anime khoảng 10 phút về người tên là Narita Ren và những người chơi thể thao ""bình thường""",0.9,16 tập,19578,Trọn bộ,['Sports'],Hakamada Etsuko,Nhật Bản,1,HD,PG-13 - Teens 13 tuổi trở lên,Albacrow,Mùa Đông,2020,Anime bộ
Kitsutsuki Tanteidokoro,"Một con ma đã được nhìn thấy trên tầng 12 của tòa nhà Asakusa Juunikai. Một bài báo có nội dung về cảnh tượng đã tập hợp Takuboku Ishikawa, người điều hành một công ty thám tử tư để hỗ trợ gia đình và trợ lý Kyosuke Kindaichi của anh ta để giải quyết vụ án.(Nguồn: Tin tức MAL)",0.8,12 tập,17922,Trọn bộ,"['Historical', 'Mystery']",Đang cập nhật,Nhật Bản,5,HD,Đang cập nhật,LIDENFILMS,Mùa Xuân,2020,Anime bộ
Shin Sakura Taisen the Animation,"Vào năm 1930, hai năm sau các sự kiện của So Long, My Love, Great Demon War dẫn đến sự hủy diệt của các Sư đoàn Hoa của Paris, Paris và New York. Khi Trái đất hòa bình và các hành động của các cuộc điều tra trở nên công khai, Tổ chức Tái hiện Chiến đấu Thế giới được thành lập với nhiều bộ phận quốc tế; một giải đấu Combat Revue quốc tế hai năm một lần đã được tổ chức.Mười năm sau, vào năm 1940, thuyền trưởng Hải quân Hoàng gia Nhật Bản Seijuurou Kamiyama được chỉ định làm đội trưởng của Đội hoa mới Revue's Imperial Revue's ở Tokyo, bao gồm: Sakura Amamiya, một nữ kiếm sĩ và tân binh; Hatsuho Shinonome, một thiếu nữ và là nữ diễn viên nổi tiếng nhất; Anastasia Palma, một nữ diễn viên Hy Lạp mới chuyển đến; Azami Mochizuki, một thần đồng ninja từ gia tộc Mochizuki; và Clarissa ""Clarise"" Snowdrops, một phụ nữ quý tộc người Luxembourg. Sư đoàn một lần nữa phải đối mặt với một cuộc xâm lược của quỷ mới và tham gia vào giải đấu sắp tới trong khi cố gắng giữ nhà của họ tại Nhà hát Hoàng gia mở.(Nguồn: Wikipedia, đã chỉnh sửa)",0.78,12 tập,23173,Trọn bộ,"['Shounen', 'Sci-Fi', 'Adventure', 'Mecha']",Đang cập nhật,Nhật Bản,7,HD,PG-13 - Teens 13 tuổi trở lên,SANZIGEN,Mùa Xuân,2020,Anime bộ
Bungou to Alchemist: Shinpan no Haguruma,"Bạn đang ở trong một thế giới nơi bạn có thể gặp các nhà văn lịch sử nổi tiếng của Nhật Bản. Với một bữa tiệc gồm các nhà văn khác, bạn đi sâu vào những cuốn sách bị ô nhiễm để thanh lọc chúng, mở khóa bí mật và có được những đồng minh mới.(Nguồn: Tin tức MAL)",0.84,13 tập,38596,Trọn bộ,"['Fantasy', 'Adventure', 'Action']",Watanabe Odahiro,Nhật Bản,47,HD,Đang cập nhật,OLM,Mùa Xuân,2020,Anime bộ
"Shachou, Battle no Jikan Desu!","Shachou, Trận chiến không Jicky Desu! được dựa trên một trò chơi nhập vai chiến lược cùng tên, lấy bối cảnh ở một thế giới khác, nơi người chơi đóng vai trò là ""tổng thống"" để tuyển mộ và huấn luyện các nhà thám hiểm. Các nhà thám hiểm sau đó được phái vào ngục tối để chiến đấu với quái vật và thu hồi chiến lợi phẩm.",0.88,12 tập,41656,Trọn bộ,"['Fantasy', 'Adventure', 'Action']",Ikeshita Hironori,Nhật Bản,41,HD,Đang cập nhật,C2C,Mùa Xuân,2020,Anime bộ
Nami yo Kiitekure,"Sân khấu là Sapporo, Hokkaido. Một đêm nọ, nữ anh hùng của chúng ta, Minare Koda, đổ những tai ương đau lòng của mình cho một nhân viên đài phát thanh mà cô gặp trong khi ra ngoài uống một đêm. Ngày hôm sau, cô nghe thấy một đoạn ghi âm về sự càu nhàu đáng thương của mình khi được phát trực tiếp trên không trung. Minare xông vào nhà ga trong một cơn thịnh nộ, chỉ sau đó bị giám đốc nhà ga lừa để thực hiện một chương trình trò chuyện ngẫu hứng giải thích cuộc đối thoại gay gắt của cô. Chỉ với một bản ghi âm, nhiều khía cạnh lập dị trong cuộc sống của Minare bắt đầu kéo theo mọi hướng khi cô rơi sâu hơn vào thế giới radio.",0.56,12 tập,15829,Trọn bộ,"['Seinen', 'Romance', 'Drama', 'Comedy']",Minamikawa Tatsuma,Nhật Bản,4,HD,Đang cập nhật,Sunrise,Mùa Xuân,2020,Anime bộ
Listeners,"“Bản giao hưởng tuổi vị thành niên” được đặt trong thế giới, nơi mà “âm nhạc” không hề tồn tại. Một cậu nhóc đã gặp được Myuu, một cô gái bí ấn với jack cắm âm trên người. Khi cô ấy cắm nó vào amp… thứ gì đó thay đổi thế giới đã chuyển động. Do đó, một hành trình âm nhạc không bao giờ bị lãng quên được bắt đầu.",0.64,12 tập,13449,Trọn bộ,"['Sci-Fi', 'Music', 'Mecha', 'Action']",Andou Hiroaki,Nhật Bản,3,HD,Đang cập nhật,MAPPA,Mùa Xuân,2020,Anime bộ
Tsugu Tsugumomo,Phần 2 của Tsugumomo.,0.95,12 tập,224868,Trọn bộ,"['Seinen', 'School', 'Supernatural', 'Ecchi', 'Comedy', 'Action']",Đang cập nhật,Nhật Bản,289,HD,R+ - Dành cho 16 tuổi trở lên,Zero-G,Mùa Xuân,2020,Anime bộ
Arte,"Firenze thế kỷ 16, Italy. Một cô gái với tham vọng nghệ thuật được sinh ra trong thời kỳ phục hưng, nơi mà nghệ thuật đang phát triển mạnh mẽ. Ở một góc nhỏ của con phố rộng lớn này, hành trình của một cô gái bắt đầu. Cô ước mơ trở thành một nghệ sĩ, sự nghiệp của cô đã bất khả thi khi sinh ra trong một gia đình quý tộc. Vào thời đó, nghệ thuật chỉ là một nghề dành cho nam giới và phụ nữ đã phải đối diện với sự phân biệt giới tính vô cùng mạnh mẽ. Bất chấp những thách thức này, Arte vẫn kiên trì theo đuổi đam mê của mình!",0.87,12 tập,37479,Trọn bộ,"['Seinen', 'Romance', 'Slice of Life', 'Drama', 'Historical']",Hamana Takayuki,Nhật Bản,43,HD,PG-13 - Teens 13 tuổi trở lên,Seven Arcs,Mùa Xuân,2020,Anime bộ
Shironeko Project: Zero Chronicle,"Trong một thế giới có nhiều vô số kể các hòn đảo, một anh hùng trẻ tuổi ở Astora Isle đã vô tình gặp nhà thám hiểm Kyle. Nhà thám hiểm này đã theo anh trong một chuyến thám hiểm trên một hòn đảo. Họ đã gặp một cô gái bí ẩn có tên là Iris cùng một con mèo trắng biết nói. Những người họ đã cùng nhau đi đến một tàn tích trên hòn đảo và tìm thấy một hòn đảo bay. Kyle đã bị nơi bóng tối giam cầm và cả nhóm đã quyết định du hành đến tận cùng của hòn đảo bay để tìm ""7 giai điệu vĩ đại"", theo lời của Kyle trước khi anh biến mất.",0.85,12 tập,283394,Trọn bộ,"['Fantasy', 'Adventure', 'Magic', 'Action']",Đang cập nhật,Nhật Bản,309,HD,Đang cập nhật,Project No.9,Mùa Xuân,2020,Anime bộ
Princess Connect! Re:Dive,"Dựa theo một game cùng tên của Cygames, chuyện kể về cuộc hành trình hài hước của một chàng trai bị mất trí nhớ đang trên đường tìm lại ký ức với những người lần đầu tiên anh gặp mặt và vén lên bức màn sự thật của thế giới này.",0.94,13 tập,723965,Trọn bộ,"['Fantasy', 'Adventure', 'Action']",Đang cập nhật,Nhật Bản,1289,HD,Đang cập nhật,CygamesPictures,Mùa Xuân,2020,Anime bộ
Somali to Mori no Kamisama,"Thế giới được cai trị bởi các linh hồn, yêu tinh và tất cả các sinh vật kỳ lạ. Loài người bị bức hại, đến mức tuyệt chủng. Một ngày nọ, một con golem và một cô gái đơn độc gặp nhau.Đây là hồ sơ của một cặp, một người là thành viên của cuộc đua đã tàn, người kia là người canh giữ khu rừng. Nó kể về những chuyến du lịch của họ cùng nhau và về sự gắn bó giữa cha và con gái.",0.93,12 tập,53328,Trọn bộ,"['Slice of Life', 'Fantasy', 'Drama', 'Demons', 'Adventure']",Yamaoka Akira,Nhật Bản,62,HD,PG-13 - Teens 13 tuổi trở lên,Satelight,Mùa Đông,2020,Anime bộ
Haikyuu!!: To the Top,"Sau chiến thắng tưng bừng trước Học viện Shiratorizawa, đội bóng chuyền của trường trung học Karasuno đã giành được tấm vé tham dự vòng chung kết quốc gia. Khi công việc chuẩn bị bắt đầu, người sáng lập thiên tài Tobio Kageyama được mời đến Trại huấn luyện thanh thiếu niên toàn Nhật Bản để thi đấu cùng với các cầu thủ được công nhận trên toàn quốc. Trong khi đó, Kei Tsukishima được mời đến trại huấn luyện tân binh đặc biệt cho những năm đầu tiên ở tỉnh Miyagi. Không nhận được bất kỳ lời mời nào, Shouyou Hinata nhiệt tình cảm thấy bị bỏ lại phía sau.Tuy nhiên, Hinata không lùi bước. Chuyển sự thất vọng của mình thành động lực cho bản thân, anh mạnh dạn quyết định lẻn vào trại huấn luyện tân binh giống như Tsukishima. Mặc dù Hinata chỉ nhận được cho mình một công việc là cậu bé bóng, anh ấy coi đây là một cơ hội vàng. Anh ấy bắt đầu không chỉ phản ánh về các kỹ năng của mình như một cầu thủ bóng chuyền mà còn phân tích rất nhiều thông tin có sẵn trên sân và cách anh ấy có thể áp dụng nó.Khi giải đấu quốc gia được nhiều người mong đợi đến gần, các thành viên của đội bóng chuyền Karasuno cố gắng khắc phục những điểm yếu và trau dồi kỹ năng của họ, đồng thời hướng tới mục tiêu dẫn đầu![Viết bởi MAL Rewrite]",0.95,13 tập,2501654,Trọn bộ,"['Shounen', 'School', 'Sports', 'Drama', 'Comedy']",Morihiro Fumi,Nhật Bản,2750,HD,PG-13 - Teens 13 tuổi trở lên,Production I.G,Mùa Đông,2020,Anime bộ
"Nhà Khoa Học Rơi Vào Lưới Tình, Thử Giải Mã Nào","Người ta tin rằng khoa học có thể đưa ra những lời giải thích hợp lý cho vô số hiện tượng trong vũ trụ của chúng ta. Tuy nhiên, có nhiều khía cạnh tồn tại của chúng ta mà khoa học vẫn chưa tìm ra lời giải và chưa thể giải mã bằng những con số. Tai tiếng nhất trong số này là quan niệm về tình yêu. Mặc dù có vẻ như không thể áp dụng lý thuyết khoa học cho một cảm xúc phức tạp và phức tạp như vậy, nhưng một cặp nhà khoa học nhanh nhạy của Đại học Saitama lại muốn thực hiện thử thách này.Một ngày nọ, Ayame Himuro xinh đẹp và táo bạo tuyên bố rằng cô ấy đang yêu Shinya Yukimura, một nhà khoa học logic và cấp cao của cô ấy. Thừa nhận bản thân còn thiếu kinh nghiệm trong chuyện tình cảm, Yukimura đặt câu hỏi về yếu tố nào tạo nên tình yêu ngay từ đầu và liệu anh có yêu Himuro hay không. Cả hai đều không biết gì về tình yêu, cặp đôi bắt đầu tiến hành các thí nghiệm chi tiết với nhau để kiểm tra các đặc điểm của con người biểu thị tình yêu và phân biệt liệu họ có thể hiện những đặc điểm này đối với nhau hay không.Khi Himuro và Yukimura bắt đầu phân tích thân mật, liệu hai nhà khoa học có thể áp dụng thành công lý thuyết khoa học, với sự giúp đỡ của bạn bè, để định lượng tình cảm mà họ bày tỏ với nhau?[Viết bởi MAL Rewrite]",0.94,12 tập,773747,Trọn bộ,"['Romance', 'Comedy']",Kitahata Tooru,Nhật Bản,1500,HD,PG-13 - Teens 13 tuổi trở lên,Zero-G,Mùa Đông,2020,Anime bộ
Jibaku Shounen Hanako-kun,"""Bảy kỳ quan"" nổi tiếng mà mọi trường học dường như đều có là một yếu tố quan trọng trong truyền thuyết đô thị Nhật Bản. Một trong những câu chuyện nổi tiếng nhất trong số những câu chuyện này là Hanako-san: hồn ma của một cô gái trẻ luôn ám ảnh phòng tắm của trường.Học viện Kamome có phiên bản riêng của truyền thuyết Hanako-san. Tin đồn cho rằng nếu ai đó triệu hồi thành công Hanako-san, cô ấy sẽ ban cho người triệu hồi của mình bất kỳ điều ước nào. Bị thu hút bởi những lời đàm tiếu, nhiều người đã cố gắng kêu gọi cô ấy, nhưng mọi nỗ lực đều thất bại. Tuy nhiên, khi Nene Yashiro, một cô gái hy vọng vào vận may lãng mạn, dám triệu tập Hanako-san, cô ấy phát hiện ra rằng ""cô gái"" được đồn đại thực sự là một cậu bé!Sau một loạt các sự kiện không may liên quan đến ham muốn lãng mạn của Nene, cô vô tình bị cuốn vào thế giới siêu nhiên, trở thành trợ lý của Hanako-kun. Chẳng bao lâu, cô ấy phát hiện ra nhiệm vụ ít được biết đến của Hanako-kun: duy trì sự cân bằng mong manh giữa người phàm và sự hiện ra.[Viết bởi MAL Rewrite]",0.97,12 tập,338280,Trọn bộ,"['Shounen', 'School', 'Supernatural', 'Comedy']",Andou Masaomi,Nhật Bản,590,HD,PG-13 - Teens 13 tuổi trở lên,Lerche,Mùa Đông,2020,Anime bộ
